Index,CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Net migration,Lebanon,LBN,,,20000,,,,,-70002,,,,,-10000,,,,,-270000,,,,,-214381,,,,,-228040,,,,,90000,,,,,-29428,,,,,550110,,,,,183370,,,,,1250000,,,,,-150000
Population,Lebanon,LBN,1804926,1864605,1925276,1984980,2041207,2092348,2136636,2174845,2210959,2250602,2297389,2353555,2416735,2480419,2535497,2575690,2598354,2606221,2604865,2602566,2605293,2615747,2632276,2651292,2667220,2676583,2677280,2672173,2668585,2676605,2703016,2752462,2821862,2900854,2974640,3033394,3070960,3092670,3113951,3156646,3235366,3359859,3522837,3701464,3863267,3986852,4057350,4086466,4111047,4183156,4337141,4588368,4916404,5276102,5603279,5851479,6006668,6082357
GDP per capita,Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9964757,302.8953587,302.6580033,240.0333993,282.3939197,290.9945021,331.473252,390.8416104,471.1993717,463.8559654,506.0630046,589.1650146,650.7136207,715.5370459,716.0529087,706.0594659,710.4360094,694.3195828
Life expectancy,Liberia,LBR,34.671,34.941,35.257,35.626,36.049,36.52,37.03,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.26,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505,63.006
Net migration,Liberia,LBR,,,7996,,,,,7996,,,,,10996,,,,,11949,,,,,0,,,,,-400000,,,,,-300000,,,,,450000,,,,,-50000,,,,,175585,,,,,-20000,,,,,-25000
Population,Liberia,LBR,1120313,1144986,1170480,1196890,1224344,1252972,1282814,1313941,1346491,1380637,1416529,1454198,1493711,1535229,1578952,1625013,1672300,1720489,1771256,1826881,1888314,1957456,2031850,2102911,2159089,2192555,2201833,2191023,2165090,2131525,2097232,2060267,2022729,2000248,2012885,2073482,2191179,2358469,2551062,2734518,2884522,2991132,3062863,3116233,3176414,3261230,3375838,3512932,3662993,3811528,3948125,4070167,4181563,4286291,4390737,4499621,4613823,4731906
GDP per capita,Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.321504,7040.701924,7284.747991,6446.933136,5892.462256,5161.683342,5537.183816,5999.026651,5244.88031,6821.312519,7145.628494,6269.580123,3705.442638,4676.967503,5806.083604,8171.361651,9344.987518,11308.56661,14396.04865,10296.97353,12120.56217,5602.549434,13209.14078,10571.85076,6631.529047,4465.490366,4166.630529,5978.042926
Life expectancy,Libya,LBY,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934,72.11
Net migration,Libya,LBY,,,45891,,,,,48002,,,,,58665,,,,,57534,,,,,113380,,,,,5490,,,,,3965,,,,,-57368,,,,,-20569,,,,,-118555,,,,,-433403,,,,,-9997
Population,Libya,LBY,1448417,1498071,1550813,1607171,1667825,1733306,1803683,1878877,1958914,2043818,2133526,2228146,2327490,2430755,2536888,2645139,2754696,2865637,2979093,3096729,3219466,3347781,3480454,3614689,3746715,3873781,3994591,4109703,4220418,4328914,4436661,4544293,4651004,4755289,4855003,4948798,5035884,5117269,5195502,5274163,5355751,5440566,5527515,5615952,5704759,5792688,5881435,5970362,6053078,6121053,6169140,6193501,6198258,6195970,6204108,6234955,6293253,6374616
GDP per capita,St. Lucia,LCA,,,,,,,,,,,,,,,,,,817.4625751,937.7592282,1118.099645,1306.478852,1480.788304,1590.615136,1691.675385,1837.153505,2004.896006,2350.042285,2552.872257,2862.248103,3188.852299,3733.975444,3900.91887,4230.510898,4254.570713,4386.496413,4630.042205,4728.108716,4769.341572,5114.586499,5307.112728,5310.879944,5036.472357,5034.433876,5485.33605,5878.14285,6203.536293,6855.103763,7634.746111,7576.682338,7384.27025,8008.197165,8272.394547,8216.015524,8367.27622,8596.351698,9155.653328,9188.412753,9715.194786
Life expectancy,St. Lucia,LCA,57.329,58.13,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.21,64.818,65.422,66.02,66.615,67.207,67.791,68.354,68.88,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.9,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.496,75.696
Net migration,St. Lucia,LCA,,,-9372,,,,,-7697,,,,,-9649,,,,,-8932,,,,,-8141,,,,,-4262,,,,,-4806,,,,,-948,,,,,-227,,,,,2850,,,,,40,,,,,40
Population,St. Lucia,LCA,89897,90914,92084,93399,94814,96302,97881,99527,101179,102749,104160,105390,106455,107466,108532,109769,111208,112831,114546,116290,117987,119594,121154,122740,124468,126418,128619,131034,133533,135956,138185,140156,141925,143565,145247,147044,149004,151086,153183,155172,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,177206,178015,178844
GDP per capita,Latin America & Caribbean,LCN,369.7450719,380.8847542,423.8790114,416.1848555,451.351713,468.4666569,500.4755633,500.6056818,525.7243455,574.0545811,609.4015119,664.1788563,727.9581668,930.2770244,1180.053368,1206.710458,1309.679712,1406.740144,1561.334673,1820.277082,2144.315198,2419.185255,2208.814344,1906.411224,1885.258895,1902.522194,1878.540255,1944.802221,2150.980445,2304.307114,2648.218781,3198.519545,2969.560618,3355.385959,3768.520623,3951.707229,4206.81683,4539.156842,4509.970604,4008.847368,4358.725766,4205.677391,3723.248504,3754.478509,4271.462404,5098.871873,5900.662516,6865.659356,7881.110612,7316.718692,8964.833879,10075.44979,10062.74462,10194.61279,10278.24089,8742.394298,8442.551096,9271.592224
Life expectancy,Latin America & Caribbean,LCN,56.05441359,56.53648872,57.00071496,57.44797224,57.87937346,58.30026438,58.71644497,59.13211812,59.5515541,59.97552208,60.4019912,60.82791826,61.24655441,61.65419486,62.04956046,62.43322583,62.80894238,63.18051428,63.55179732,63.9238859,64.29607225,64.66626168,65.03272725,65.39068511,65.74382838,66.09077192,66.43212307,66.76993871,67.10556471,67.44270129,67.78619141,68.14063907,68.50820531,68.88598667,69.27438338,69.66797879,70.0615833,70.44945947,70.82391057,71.18293268,71.52983148,71.85017086,72.15562113,72.44327869,72.71782303,72.98253734,73.24038745,73.49142208,73.73473199,73.98045754,74.22200287,74.45905564,74.6891259,74.91177893,75.1272318,75.33617056,75.54001196,75.73981648
Net migration,Latin America & Caribbean,LCN,,,-1455707,,,,,-1954117,,,,,-2275443,,,,,-3233543,,,,,-3514057,,,,,-3797563,,,,,-3328369,,,,,-4886307,,,,,-5627335,,,,,-2497683,,,,,-1833113,,,,,-1671839
Population,Latin America & Caribbean,LCN,220434662,226564469,232897323,239401268,246016368,252710310,259468669,266295880,273209036,280225795,287361389,294620137,301984430,309446959,316987646,324590837,332247800,339956419,347735305,355593111,363543431,371580994,379697683,387868173,396059351,404246768,412413602,420560827,428701267,436857131,445044474,453251622,461466819,469673465,477832467,485913138,493920488,501837820,509664957,517324344,524829251,532172709,539372044,546478662,553563090,560673962,567821716,574994397,582179826,589349327,596478519,603537118,610547919,617495658,624335544,631062646,637663866,644124651
GDP per capita,Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,292.7616872,288.6909789,280.0138872,256.3805806,248.8293949,271.0558338,287.2189163,305.9524792,307.9167576,306.9821452,312.081566,306.8831464,270.8102229,262.6434753,237.596099,263.949229,282.8662981,291.2554814,290.8185714,286.7945754,316.6762791,294.296247,311.544937,344.6874054,386.0012525,442.4369676,505.9604643,591.8825404,717.8829747,703.304629,786.8696875,887.309724,925.7072876,980.493393,1039.923181,1005.173124,984.0563074,1072.665601
Life expectancy,Least developed countries: UN classification,LDC,40.23572619,40.71061479,41.19477215,41.68689847,42.18101295,42.6567529,43.08927055,43.46246653,43.76958585,44.01624058,44.22331383,44.42240674,44.64626942,44.91952698,45.25624455,45.66321316,46.13717828,46.6533266,47.18097586,47.69493805,48.1799895,48.63371838,49.06704289,49.48625792,49.89146207,50.27415711,50.62326562,50.9357455,51.21410932,51.46932632,51.7209722,51.99311007,52.30035106,52.64582267,53.02266916,53.42446677,53.8482384,54.29148543,54.75195723,55.23003045,55.72941304,56.25710213,56.81776281,57.41028774,58.02919321,58.66648649,59.31391369,59.95961927,60.59195705,61.20192894,61.77919814,62.31687056,62.81598745,63.27765038,63.70171696,64.08958665,64.44519781,64.77531946
Net migration,Least developed countries: UN classification,LDC,,,-887150,,,,,-910978,,,,,-4714401,,,,,-4014041,,,,,-5916591,,,,,-3673528,,,,,1156580,,,,,-3923419,,,,,-4028366,,,,,-9450809,,,,,-5849388,,,,,-5247506
Population,Least developed countries: UN classification,LDC,240742196,246406470,252264341,258352723,264721836,271400502,278419926,285751541,293292818,300902584,308486373,316004632,323506502,331095229,338920295,347093126,355653610,364581154,373854416,383429856,393279303,403408681,413846599,424613917,435737690,447240981,459115735,471364938,484033065,497176877,510827576,525020368,539720450,554804181,570101958,585496175,600926162,616437048,632146821,648229112,664804763,681932226,699560739,717572892,735796583,754118072,772488966,790978141,809730997,828953320,848791962,869298106,890423474,912093996,934192321,956631108,979387925,1002485957
GDP per capita,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,357.4624384,364.3396701,343.2716215,314.7229354,311.2625422,323.2629772,317.2602563,327.8201121,314.7026505,334.6842185,336.0264735,296.4429609,284.2019715,227.4776715,251.6812592,277.4666601,280.9229629,284.9377185,282.135368,319.3458627,293.9381628,302.8790787,320.7920781,357.1716431,395.3406216,430.2986596,501.1959345,591.1218039,605.860961,643.0245885,710.1619791,748.670407,801.9480726,837.9750881,803.1267175,758.4738238,787.6614514
Life expectancy,Low income,LIC,39.51486008,39.92904863,40.34534414,40.7721476,41.21549146,41.67748117,42.15584235,42.64232142,43.12993628,43.613863,44.09186876,44.5638151,45.030379,45.48919086,45.93796919,46.37201043,46.78733597,47.18408343,47.5653831,47.93524114,48.29973595,48.66438769,49.03056814,49.39548481,49.75267731,50.08803131,50.38419313,50.6295867,50.8200265,50.96555069,51.08463424,51.20153914,51.3365266,51.49692625,51.67740057,51.88014412,52.11617862,52.39674529,52.72966611,53.1204937,53.5737272,54.09220406,54.67038092,55.2997826,55.97061071,56.66934431,57.38254081,58.09364421,58.78452958,59.43990124,60.05002598,60.61280243,61.13701181,61.6298427,62.09304317,62.52786541,62.93547351,63.31944856
Net migration,Low income,LIC,,,-611424,,,,,-311272,,,,,-1733345,,,,,-3181365,,,,,-5456080,,,,,-3289664,,,,,1196162,,,,,-2594875,,,,,-1397124,,,,,-2792486,,,,,-6481500,,,,,-3675622
Population,Low income,LIC,166502848,170210778,174013498,177950312,182077594,186434685,191035377,195863148,200890086,206074326,211385069,216814959,222372305,228060405,233887209,239859140,245986989,252271835,258700456,265253926,271925904,278716283,285653497,292795982,300220347,307987034,316105719,324577008,333438165,342729958,352473181,362705618,373402947,384447813,395678396,406983803,418317960,429730581,441325367,453254723,465631330,478477973,491764952,505488618,519630935,534172627,549135479,564514253,580229110,596172925,612274687,628504663,644901894,661550623,678572076,696058453,714022293,732448558
GDP per capita,Liechtenstein,LIE,,,,,,,,,,,4236.930668,4827.792883,5640.464314,7354.102368,8441.047842,10514.99996,11389.02779,12418.01458,17503.33213,19773.67352,20671.99859,19511.08491,19690.37645,19579.08126,18607.87662,19410.75671,28315.83954,37869.33845,41351.0472,39426.9341,49447.46372,50987.77045,55300.46816,55921.13686,64156.70106,78761.7616,79937.21476,72190.79059,76641.0552,81116.43917,74624.55996,74005.01045,79035.53479,89469.75087,99848.61504,104994.0183,113983.1678,130267.2433,142973.8309,125945.0096,141165.0829,158283.0763,149295.646,173528.1505,179308.0756,167590.6083,164993.1942,
Life expectancy,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,82.25853659
Net migration,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population,Liechtenstein,LIE,16495,16894,17290,17718,18170,18649,19153,19691,20236,20765,21265,21726,22151,22563,22981,23432,23926,24440,24962,25447,25866,26224,26515,26765,27011,27257,27524,27802,28095,28407,28747,29108,29497,29919,30365,30833,31325,31838,32355,32842,33286,33671,34018,34321,34596,34852,35095,35322,35541,35766,36003,36264,36545,36834,37127,37403,37666,37922
GDP per capita,Sri Lanka,LKA,142.7795496,142.8380435,138.5365469,117.0719441,120.7143257,152.8526342,153.8985479,159.5058546,150.8965687,160.9129241,183.9272358,185.8595832,196.4222683,216.9941233,264.7452357,275.6273188,256.2882151,287.5661294,188.0625573,227.5137498,267.6682924,289.1200884,307.6123466,328.6054789,378.8674667,369.5016286,390.2591451,401.3808983,413.3570345,408.3563136,463.5132257,513.1442934,546.9370483,576.6592749,647.4405404,714.0686775,756.4580666,816.8164858,850.5318591,838.6223944,869.4956921,832.7451402,867.6360437,982.6418822,1066.588484,1250.004791,1437.701974,1632.961131,2041.219053,2095.443968,2808.434392,3214.014195,3350.521876,3610.289363,3819.25353,3844.514008,3857.351319,4073.736519
Life expectancy,Sri Lanka,LKA,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284,75.485
Net migration,Sri Lanka,LKA,,,-47500,,,,,-38500,,,,,-145000,,,,,-237500,,,,,-395500,,,,,-137440,,,,,-255780,,,,,-461684,,,,,-449480,,,,,-520065,,,,,-484772,,,,,-449999
Population,Sri Lanka,LKA,9874481,10111646,10352188,10597520,10849979,11110828,11380683,11657660,11937611,12214968,12485756,12747842,13002275,13252087,13501986,13755161,14012817,14273272,14533376,14788607,15035856,15273391,15502515,15726802,15951422,16179796,16412711,16647945,16882189,17110713,17329713,17539633,17740637,17928576,18098348,18247121,18372120,18476505,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20778000,20966000,21203000,21444000
GDP per capita,Lower middle income,LMC,,,,,,125.7324791,110.9592234,115.6706411,121.1921602,131.7295488,142.7455226,144.7282136,150.0164663,174.8246729,218.0923966,235.179515,248.0307213,277.7114611,304.052459,338.1978656,410.2601799,498.9150922,483.7606301,440.5350352,417.1707254,430.1783402,433.7182449,459.8527589,467.7675024,460.6086268,483.3738505,451.4261839,460.8454348,453.4499048,486.8605343,535.573023,575.532433,583.3432478,517.560086,552.3941403,570.559631,568.1011359,602.6524734,680.2734032,768.1680732,877.2359003,1037.558262,1251.731077,1383.625978,1392.870065,1680.636775,1870.071965,1932.20386,1988.370327,2063.064337,2019.852228,2071.074997,2209.062654
Life expectancy,Lower middle income,LMC,45.48037438,46.081579,46.67734427,47.2681434,47.85187824,48.41979056,48.96172028,49.47131307,49.94715504,50.39443323,50.82651339,51.26141572,51.71441159,52.19484939,52.70327271,53.23615046,53.78339103,54.32854935,54.85490714,55.35198883,55.81214223,56.24457824,56.63642625,57.00718155,57.36183529,57.70413058,58.04009734,58.38919207,58.72168689,59.06562099,59.40766959,59.73700759,60.07432794,60.40432792,60.73024388,61.04688922,61.38548141,61.72157597,62.05620365,62.36056772,62.66553893,62.98528173,63.3163057,63.64741632,63.98864263,64.3354803,64.69760679,65.06622247,65.43328521,65.8119929,66.18045825,66.52235373,66.83696415,67.13127845,67.3996088,67.64740182,67.88222295,68.10542446
Net migration,Lower middle income,LMC,,,-151925,,,,,-2029344,,,,,-2600873,,,,,-1552302,,,,,-823346,,,,,-2898608,,,,,-5876922,,,,,-7974776,,,,,-12139540,,,,,-16983797,,,,,-12173175,,,,,-10438795
Population,Lower middle income,LMC,934586665,955943402,978033376,1000820431,1024253768,1048295050,1072942964,1098201811,1124070988,1150552380,1177647344,1205371089,1233747550,1262818780,1292662974,1323320387,1354785257,1387056884,1420226130,1454422088,1489702291,1526127019,1563490212,1601718966,1640549014,1679742957,1719270442,1759107373,1799200488,1839450536,1881674731,1921978997,1962374702,2002605779,2042405928,2082013730,2121679114,2161368170,2200895932,2240266116,2279894047,2319663773,2359545596,2399559858,2439591001,2479577431,2519526342,2559506456,2599639626,2640048111,2681125444,2722553718,2764009843,2805787440,2847558498,2889358075,2931083733,2972649833
GDP per capita,Low & middle income,LMY,134.0942501,127.4664209,130.5493137,142.0508595,151.4951909,163.0111447,165.0763439,168.291244,173.3627859,188.2751512,202.9045769,213.9821024,234.8153561,286.5592648,356.0500267,396.7329035,422.6584769,466.323231,497.5831626,580.0915865,669.4948859,743.7609491,718.400314,672.4928543,677.9424518,698.335844,703.3315341,707.2009661,743.9955618,766.7039664,835.3389328,864.1638944,829.7335793,868.3167276,924.1321701,1023.183537,1101.905727,1147.2385,1094.255233,1053.668408,1138.265817,1139.04142,1180.955323,1309.227562,1530.800391,1800.764779,2116.035434,2587.594822,3062.389892,2955.147498,3535.214827,4115.791036,4338.014814,4543.169872,4658.593664,4345.968567,4312.268834,4670.29123
Life expectancy,Low & middle income,LMY,47.09403846,47.61884768,48.22532962,48.9406679,49.77040461,50.68164978,51.62782011,52.55999623,53.43891521,54.23492494,54.96493054,55.61727818,56.20577171,56.77972098,57.33527827,57.84169001,58.34260914,58.81494554,59.25882068,59.65557459,60.03548744,60.39714437,60.74773469,61.0602421,61.34817744,61.66667836,62.01100165,62.29194526,62.55353716,62.79527754,63.02450391,63.25072994,63.40909864,63.56631269,63.78151604,64.02652249,64.32464659,64.6418609,64.93836337,65.20393794,65.5055452,65.81793928,66.13203846,66.45360043,66.79164087,67.11616903,67.47535581,67.82413673,68.15348655,68.49746639,68.80862564,69.12360766,69.40622466,69.67716032,69.91850823,70.14947801,70.36986784,70.57979747
Net migration,Low & middle income,LMY,,,-4334865,,,,,-4594171,,,,,-7939927,,,,,-7360613,,,,,-7024473,,,,,-9095727,,,,,-11144923,,,,,-14264386,,,,,-18227834,,,,,-22296592,,,,,-15873728,,,,,-14639694
Population,Low & middle income,LMY,2251658472,2281121660,2323867572,2378831151,2434305162,2491585633,2552655971,2613784631,2676648622,2741954619,2808966620,2877389252,2944882224,3012331276,3079360312,3145167184,3210476025,3275314891,3341275682,3408720998,3477109502,3547464632,3621125345,3695912147,3770747360,3847060142,3925562597,4006194718,4087603622,4168715794,4250768747,4329689211,4407097054,4483624608,4559618207,4635159508,4710436055,4785648645,4860158579,4933520610,5006331359,5078333142,5149852053,5221596850,5293535848,5365855198,5438312606,5510845496,5584152146,5658614849,5733943206,5810234066,5887403423,5965522273,6044110338,6122853585,6202027949,6281279888
